X,Y,OBJECTID,ROWID_,DAY_OF_WEEK,HOLIDAY,WEEK_OF_YEAR,MONTH_OF_YEAR,ISSUE_TIME,VIOLATION_CODE,VIOLATION_DESCRIPTION,LOCATION,RP_PLATE_STATE,BODY_STYLE,ADDRESS_ID,STREETSEGID,XCOORD,YCOORD,TICKET_ISSUE_DATE
-76.990922448899994,38.865547637299997,1870924,,,,,,,P055,NO PARKING ANYTIME,1100 W ST SE,GA,,805809,4976,400788,133080,2017-09-01T16:50:00.000Z
-76.990922448899994,38.865547637299997,1870925,,,,,,,P055,NO PARKING ANYTIME,1100 W ST SE,MD,,805809,4976,400788,133080,2017-09-01T16:55:00.000Z
-76.990922448899994,38.865547637299997,1870926,,,,,,,P055,NO PARKING ANYTIME,1100 W ST SE,DC,,805809,4976,400788,133080,2017-09-01T16:55:00.000Z
-77.02369815199999,38.9163348019,1870945,,,,,,,P050,PARKED WITHIN 25 FEET OF A STOP SIGN,1919 9TH ST NW,DC,,239846,209,397945,138718,2017-09-02T18:00:00.000Z
-77.02369815199999,38.9163348019,1870946,,,,,,,P001,PARK ABREAST OF ANOTHER VEHICLE,1919 9TH ST NW,MD,,239846,209,397945,138718,2017-09-03T16:50:00.000Z
-77.031620342799997,38.917476984799997,1870947,,,,,,,P007,PARK IN A BUS ZONE,2013 14TH ST NW,DC,,240339,3449,397258,138845,2017-09-03T17:00:00.000Z
-77.035538101599997,38.911881681700002,1870948,,,,,,,P055,NO PARKING ANYTIME,1600 CORCORAN ST NW,DC,,802391,1925,396918,138224,2017-09-03T19:25:00.000Z
-77.032242394700006,38.916098539799997,1870949,,,,,,,P031,UNAUTHORIZED VEHICLE IN LOADING ZONE,1914 14TH ST NW,MD,,302384,9137,397204,138692,2017-09-03T19:30:00.000Z
-77.030178671800002,38.9167837245,1870950,,,,,,,P001,PARK ABREAST OF ANOTHER VEHICLE,1310 U ST NW,GA,,240430,3894,397383,138768,2017-09-03T19:38:00.000Z
-77.02369815199999,38.9163348019,1870951,,,,,,,P001,PARK ABREAST OF ANOTHER VEHICLE,1919 9TH ST NW,MD,,239846,209,397945,138718,2017-09-04T15:10:00.000Z
-77.030840495500001,38.927332299699998,1870952,,,,,,,P002,STAND OR PARK IN ALLEY,1306 COLUMBIA RD NW,DC,,283970,5792,397326,139939,2017-09-04T20:03:00.000Z
-77.02369815199999,38.9163348019,1870953,,,,,,,P001,PARK ABREAST OF ANOTHER VEHICLE,1919 9TH ST NW,DC,,239846,209,397945,138718,2017-09-05T21:30:00.000Z
-77.02369815199999,38.9163348019,1870954,,,,,,,P002,STAND OR PARK IN ALLEY,1919 9TH ST NW,DC,,239846,209,397945,138718,2017-09-06T17:50:00.000Z
-77.022210522699993,38.915848644100002,1870955,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1900 7TH ST NW,VA,,238381,2329,398074,138664,2017-09-10T16:10:00.000Z
-77.028691402199996,38.917324599099999,1870956,,,,,,,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,1211 U ST NW,DE,,240809,7819,397512,138828,2017-09-15T15:30:00.000Z
-77.029248850800002,38.926981384599998,1870961,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,1229 HARVARD ST NW,DC,,231497,8647,397464,139900,2017-09-10T09:52:00.000Z
-77.029248850800002,38.926981384599998,1870962,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,1229 HARVARD ST NW,DC,,231497,8647,397464,139900,2017-09-10T09:55:00.000Z
-76.973096492500005,38.866734001700003,1870964,,,,,,,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,1900 23RD ST SE,MD,,150183,4469,402335,133212,2017-09-12T18:56:00.000Z
-76.992401213600004,38.829207690700002,1870965,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,860 CHESAPEAKE ST SE,VA,,802832,2320,400660,129046,2017-09-07T23:43:00.000Z
-76.980129245699999,38.852970539700003,1870966,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,3052 STANTON RD SE,DC,,287437,5493,401725,131684,2017-09-08T19:29:00.000Z
-76.980129245699999,38.852970539700003,1870967,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,3052 STANTON RD SE,MD,,287437,5493,401725,131684,2017-09-08T19:32:00.000Z
-76.979656962700005,38.852754256,1870968,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,3054 STANTON RD SE,DC,,287440,8479,401766,131660,2017-09-08T19:36:00.000Z
-76.980037436100005,38.8517003348,1870969,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,3040 STANTON RD SE,DC,,287417,8479,401733,131543,2017-09-08T19:41:00.000Z
-76.994312466699995,38.835865053600003,1870970,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,3700 9TH ST SE,MD,,278421,11033,400494,129785,2017-09-08T13:10:00.000Z
-77.008523460299998,38.9154000276,1870988,,,,,,,P010,OBSTRUCTING CROSSWALK,9 T ST NE,VA,,81624,9927,399261,138614,2017-09-02T13:07:00.000Z
-77.008523460299998,38.9154000276,1870989,,,,,,,P001,PARK ABREAST OF ANOTHER VEHICLE,9 T ST NE,DC,,81624,9927,399261,138614,2017-09-02T13:05:00.000Z
-77.008523460299998,38.9154000276,1870990,,,,,,,P001,PARK ABREAST OF ANOTHER VEHICLE,9 T ST NE,MD,,81624,9927,399261,138614,2017-09-02T13:10:00.000Z
-76.974432622799995,38.900344592700002,1870991,,,,,,,P055,NO PARKING ANYTIME,800 21ST ST NE,MD,,79536,4851,402218,136943,2017-09-13T07:10:00.000Z
-76.974432622799995,38.900344592700002,1870992,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,800 21ST ST NE,MD,,79536,4851,402218,136943,2017-09-13T07:11:00.000Z
-76.974432622799995,38.900344592700002,1870993,,,,,,,P055,NO PARKING ANYTIME,800 21ST ST NE,MD,,79536,4851,402218,136943,2017-09-13T07:15:00.000Z
-76.974432622799995,38.900344592700002,1870994,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,800 21ST ST NE,MD,,79536,4851,402218,136943,2017-09-13T07:10:00.000Z
-76.974432622799995,38.900344592700002,1870995,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,800 21ST ST NE, ,,79536,4851,402218,136943,2017-09-13T07:15:00.000Z
-76.974432622799995,38.900344592700002,1870996,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,800 21ST ST NE,DC,,79536,4851,402218,136943,2017-09-13T07:15:00.000Z
-76.974432622799995,38.900344592700002,1870997,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,800 21ST ST NE,DC,,79536,4851,402218,136943,2017-09-13T07:30:00.000Z
-76.974432622799995,38.900344592700002,1870998,,,,,,,P055,NO PARKING ANYTIME,800 21ST ST NE,DC,,79536,4851,402218,136943,2017-09-27T07:05:00.000Z
-76.974432622799995,38.900344592700002,1870999,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,800 21ST ST NE,DC,,79536,4851,402218,136943,2017-09-27T07:15:00.000Z
-77.030158801499994,38.897064452499997,1871010,,,,,,,P007,PARK IN A BUS ZONE,1300 F ST NW,MD,,310966,8037,397384,136579,2017-09-09T00:50:00.000Z
-77.030158801499994,38.897064452499997,1871011,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1300 F ST NW,MD,,310966,8037,397384,136579,2017-09-09T00:54:00.000Z
-77.030158801499994,38.897064452499997,1871012,,,,,,,P007,PARK IN A BUS ZONE,1300 F ST NW,MD,,310966,8037,397384,136579,2017-09-09T00:59:00.000Z
-77.030158801499994,38.897064452499997,1871013,,,,,,,P007,PARK IN A BUS ZONE,1300 F ST NW,VA,,310966,8037,397384,136579,2017-09-09T01:01:00.000Z
-77.029630547,38.901929103,1871014,,,,,,,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,900 13TH ST NW,CT,,801493,1103,397430,137119,2017-09-09T01:08:00.000Z
-77.029630547,38.901929103,1871015,,,,,,,P007,PARK IN A BUS ZONE,900 13TH ST NW,MD,,801493,1103,397430,137119,2017-09-09T01:12:00.000Z
-77.031958788599994,38.900775419299997,1871016,,,,,,,P007,PARK IN A BUS ZONE,900 14TH ST NW,MD,,810420,8931,397228,136991,2017-09-09T01:23:00.000Z
-77.031958788599994,38.900775419299997,1871017,,,,,,,P007,PARK IN A BUS ZONE,900 14TH ST NW,MD,,810420,8931,397228,136991,2017-09-09T01:24:00.000Z
-77.027323627599998,38.898749714200001,1871026,,,,,,,P007,PARK IN A BUS ZONE,700 11TH ST NW,DC,,243255,10495,397630,136766,2017-09-06T11:30:00.000Z
-77.042669630099994,38.921770445299998,1871031,,,,,,,P001,PARK ABREAST OF ANOTHER VEHICLE,2442 18TH ST NW,MD,,243167,11932,396300,139322,2017-09-12T19:30:00.000Z
-77.042230848800003,38.9207977055,1871032,,,,,,,P055,NO PARKING ANYTIME,2400 18TH ST NW,VA,,302528,11932,396338,139214,2017-09-17T19:25:00.000Z
-77.042230848800003,38.9207977055,1871033,,,,,,,P055,NO PARKING ANYTIME,2400 18TH ST NW,VA,,302528,11932,396338,139214,2017-09-17T19:26:00.000Z
-77.023213927300006,38.916551099099998,1871040,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1924 8TH ST NW,VA,,310465,9162,397987,138742,2017-09-17T10:12:00.000Z
-77.024193965600006,38.916298666899998,1871041,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1924 9TH ST NW,TX,,239490,209,397902,138714,2017-09-17T10:15:00.000Z
-77.023213927300006,38.916551099099998,1871042,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1924 8TH ST NW,MA,,310465,9162,397987,138742,2017-09-17T10:19:00.000Z
-77.023213927300006,38.916551099099998,1871043,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1924 8TH ST NW,PA,,310465,9162,397987,138742,2017-09-17T10:23:00.000Z
-77.023213927300006,38.916551099099998,1871044,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1924 8TH ST NW,SC,,310465,9162,397987,138742,2017-09-17T10:27:00.000Z
-77.042230848800003,38.9207977055,1871051,,,,,,,P007,PARK IN A BUS ZONE,2400 18TH ST NW,MD,,302528,11932,396338,139214,2017-09-02T01:04:00.000Z
-77.023963346,38.916289706100002,1871053,,,,,,,P001,PARK ABREAST OF ANOTHER VEHICLE,1900 9TH ST NW,DC,,800252,209,397922,138713,2017-09-02T16:35:00.000Z
-77.032404439900006,38.917449745,1871054,,,,,,,P007,PARK IN A BUS ZONE,2000 14TH ST NW,VA,,239976,3449,397190,138842,2017-09-02T17:57:00.000Z
-77.021900312699998,38.919497077,1871055,,,,,,,P429,"BUS LANE, UNAUTHORIZED VEHICLE PARKED IN",2300 GEORGIA AV NW,MD,,802466,2176,398101,139069,2017-09-02T18:21:00.000Z
-77.023963346,38.916289706100002,1871056,,,,,,,P001,PARK ABREAST OF ANOTHER VEHICLE,1900 9TH ST NW,VA,,800252,209,397922,138713,2017-09-15T18:06:00.000Z
-77.021900312699998,38.919497077,1871057,,,,,,,P429,"BUS LANE, UNAUTHORIZED VEHICLE PARKED IN",2300 GEORGIA AV NW,MD,,802466,2176,398101,139069,2017-09-16T16:55:00.000Z
-77.0303992029,38.920170799600001,1871058,,,,,,,P303,RESERVED RESIDENTIAL SPACE PERSONS W/ DISABILTIES,1316 FLORIDA AV NW,DC,,240285,4760,397364,139144,2017-09-18T17:02:00.000Z
-77.024147030899996,38.913902459299997,1871059,,,,,,,P055,NO PARKING ANYTIME,900 S ST NW,NJ,,239696,392,397906,138448,2017-09-10T02:43:00.000Z
-77.040607002599998,38.9244916938,1871063,,,,,,,P055,NO PARKING ANYTIME,2706 ONTARIO RD NW,DC,,235910,6880,396479,139624,2017-09-10T18:01:00.000Z
-77.040549321399993,38.924455680599998,1871064,,,,,,,P055,NO PARKING ANYTIME,2704 ONTARIO RD NW,MD,,235911,6880,396484,139620,2017-09-10T18:03:00.000Z
-77.040503172300006,38.9244196633,1871065,,,,,,,P055,NO PARKING ANYTIME,2702 ONTARIO RD NW,MD,,242937,6880,396488,139616,2017-09-10T18:05:00.000Z
-77.041861447700001,38.920131222099997,1871066,,,,,,,P302,GOVERNMENT VEHICLE PARKING ONLY,2400 BLOCK OF 18TH ST NW,DC,,806244,5366,396370,139140,2017-09-15T17:23:00.000Z
-77.041861447700001,38.920131222099997,1871073,,,,,,,P012,DISOBEYING OFFICIAL SIGN,2400 B/O 18TH ST NW,MD,,806244,5366,396370,139140,2017-09-01T12:33:00.000Z
-77.02369815199999,38.9163348019,1871074,,,,,,,P002,STAND OR PARK IN ALLEY,1919 9TH ST NW,DC,,239846,209,397945,138718,2017-09-08T14:16:00.000Z
-77.034484736,38.927196156400001,1871075,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1460 COLUMBIA RD NW,MD,,294996,11450,397010,139924,2017-09-19T17:43:00.000Z
-77.034484736,38.927196156400001,1871076,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1460 COLUMBIA RD NW,MD,,294996,11450,397010,139924,2017-09-19T17:48:00.000Z
-76.941936267299994,38.869821559,1871078,,,,,,,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,4215 MASSACHUSETTS AV SE,MD,,25290,11400,405039,133556,2017-09-10T11:56:00.000Z
-76.970203790599996,38.867868359399999,1871084,,,,,,,P059,PARK IN A FIRE LANE,2600 NAYLOR RD SE,DC,,46160,12547,402586,133338,2017-09-02T11:33:00.000Z
-76.970203790599996,38.867868359399999,1871085,,,,,,,P059,PARK IN A FIRE LANE,2600 NAYLOR RD SE,DC,,46160,12547,402586,133338,2017-09-02T23:39:00.000Z
-76.9956298643,38.952802733200002,1871153,,,,,,,P318,"PARK IN MEDIAN, ISLAND, OR SAFETY ZONE",550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-07T09:20:00.000Z
-76.9956298643,38.952802733200002,1871154,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-07T09:24:00.000Z
-76.9956298643,38.952802733200002,1871155,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-07T09:26:00.000Z
-76.9956298643,38.952802733200002,1871156,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-07T09:30:00.000Z
-76.9956298643,38.952802733200002,1871157,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-07T09:32:00.000Z
-76.9956298643,38.952802733200002,1871158,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-07T09:35:00.000Z
-77.039128929399993,38.920924901900001,1871182,,,,,,,P055,NO PARKING ANYTIME,1700 KALORAMA RD NW,MD,,218407,10356,396607,139228,2017-09-10T01:56:00.000Z
-77.039128929399993,38.920924901900001,1871183,,,,,,,P055,NO PARKING ANYTIME,1700 KALORAMA RD NW,DC,,218407,10356,396607,139228,2017-09-10T02:00:00.000Z
-77.039128929399993,38.920924901900001,1871184,,,,,,,P055,NO PARKING ANYTIME,1700 KALORAMA RD NW,MD,,218407,10356,396607,139228,2017-09-10T02:03:00.000Z
-77.038132435199998,38.911988963900001,1871200,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1619 17TH ST NW,DC,,241999,1577,396693,138236,2017-09-06T18:00:00.000Z
-76.9585153421,38.894781863799999,1871248,,,,,,,P002,STAND OR PARK IN ALLEY,3400 DIX ST NE,MD,,804916,4241,403599,136326,2017-09-09T11:10:00.000Z
-76.9956298643,38.952802733200002,1871305,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-21T09:05:00.000Z
-76.9956298643,38.952802733200002,1871306,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-21T09:07:00.000Z
-76.9956298643,38.952802733200002,1871307,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-21T09:10:00.000Z
-76.9956298643,38.952802733200002,1871308,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-21T09:13:00.000Z
-76.9956298643,38.952802733200002,1871309,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-21T09:19:00.000Z
-76.9956298643,38.952802733200002,1871310,,,,,,,P318,"PARK IN MEDIAN, ISLAND, OR SAFETY ZONE",550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-21T10:13:00.000Z
-76.9956298643,38.952802733200002,1871311,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-15T09:31:00.000Z
-76.9956298643,38.952802733200002,1871312,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-15T09:37:00.000Z
-76.9956298643,38.952802733200002,1871313,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-15T09:40:00.000Z
-77.017566678899996,38.975042868099997,1871315,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,DC,,294822,6515,398478,145235,2017-09-07T19:20:00.000Z
-77.017566678899996,38.975042868099997,1871316,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-07T19:23:00.000Z
-77.017566678899996,38.975042868099997,1871317,,,,,,,P039,PARK AT EXPIRED METER,327 CEDAR ST NW,MD,,294822,6515,398478,145235,2017-09-07T19:37:00.000Z
-77.028853156899999,38.9181172925,1871318,,,,,,,P007,PARK IN A BUS ZONE,1240 V ST NW,DC,,802899,2382,397498,138916,2017-09-08T21:50:00.000Z
-77.028089185,38.881435432899998,1871338,,,,,,,P055,NO PARKING ANYTIME,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-15T20:35:00.000Z
-76.9956298643,38.952802733200002,1871362,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-05T16:54:00.000Z
-76.9956298643,38.952802733200002,1871363,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-05T16:57:00.000Z
-76.9956298643,38.952802733200002,1871364,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-05T17:04:00.000Z
-76.9956298643,38.952802733200002,1871365,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-05T17:07:00.000Z
-76.9956298643,38.952802733200002,1871366,,,,,,,P012,DISOBEYING OFFICIAL SIGN,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-05T17:11:00.000Z
-76.949627965,38.894481093400003,1871367,,,,,,,P027,PARK IN AN UNDESIGNATED SPACE,4000 MINNESOTA AV NE,CA,,801479,1093,404370,136293,2017-09-19T16:44:00.000Z
-76.949627965,38.894481093400003,1871368,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,4000 MINNESOTA AV NE,DC,,801479,1093,404370,136293,2017-09-19T16:47:00.000Z
-76.949627965,38.894481093400003,1871369,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,4000 MINNESOTA AV NE,DC,,801479,1093,404370,136293,2017-09-19T16:52:00.000Z
-76.949627965,38.894481093400003,1871370,,,,,,,P113,FAIL TO DISPLAY CURRENT INSPECTION STICKER,4000 MINNESOTA AV NE,VA,,801479,1093,404370,136293,2017-09-19T16:56:00.000Z
-76.949627965,38.894481093400003,1871371,,,,,,,P113,FAIL TO DISPLAY CURRENT INSPECTION STICKER,4000 MINNESOTA AV NE,MD,,801479,1093,404370,136293,2017-09-19T17:00:00.000Z
-76.949627965,38.894481093400003,1871372,,,,,,,P168,NO FRONT TAGS.,4000 MINNESOTA AV NE,MD,,801479,1093,404370,136293,2017-09-19T17:00:00.000Z
-76.949627965,38.894481093400003,1871373,,,,,,,P113,FAIL TO DISPLAY CURRENT INSPECTION STICKER,4000 MINNESOTA AV NE,DC,,801479,1093,404370,136293,2017-09-19T17:04:00.000Z
-76.949627965,38.894481093400003,1871374,,,,,,,P113,FAIL TO DISPLAY CURRENT INSPECTION STICKER,4000 MINNESOTA AV NE,MD,,801479,1093,404370,136293,2017-09-19T17:15:00.000Z
-76.949627965,38.894481093400003,1871375,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4000 MINNESOTA AV NE,DC,,801479,1093,404370,136293,2017-09-19T17:19:00.000Z
-76.949627965,38.894481093400003,1871376,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,4000 MINNESOTA AV NE,DC,,801479,1093,404370,136293,2017-09-19T17:19:00.000Z
-76.949627965,38.894481093400003,1871377,,,,,,,P172,FAILURE TO SECURE DC TAGS,4000 MINNESOTA AV NE,DC,,801479,1093,404370,136293,2017-09-19T17:19:00.000Z
-76.994317143299995,38.921850164600002,1871378,,,,,,,P322,PARK OVERTIME IN TIMED ZONE,919 RHODE ISLAND AV NE,DC,,807944,6804,400493,139330,2017-09-08T02:33:00.000Z
-76.994317143299995,38.921850164600002,1871379,,,,,,,P322,PARK OVERTIME IN TIMED ZONE,919 RHODE ISLAND AV NE,DC,,807944,6804,400493,139330,2017-09-08T02:40:00.000Z
-76.994317143299995,38.921850164600002,1871380,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,919 RHODE ISLAND AV NE,VA,,807944,6804,400493,139330,2017-09-08T02:53:00.000Z
-76.994317143299995,38.921850164600002,1871381,,,,,,,P113,FAIL TO DISPLAY CURRENT INSPECTION STICKER,919 RHODE ISLAND AV NE,VA,,807944,6804,400493,139330,2017-09-08T02:53:00.000Z
-76.994317143299995,38.921850164600002,1871382,,,,,,,P012,DISOBEYING OFFICIAL SIGN,919 RHODE ISLAND AV NE,OH,,807944,6804,400493,139330,2017-09-12T02:46:00.000Z
-76.994317143299995,38.921850164600002,1871383,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,919 RHODE ISLAND AV NE,MD,,807944,6804,400493,139330,2017-09-12T03:02:00.000Z
-76.9956298643,38.952802733200002,1871384,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-12T04:52:00.000Z
-77.078747630400002,38.9488036419,1871385,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-21T09:22:00.000Z
-77.078747630400002,38.9488036419,1871386,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-21T09:25:00.000Z
-77.078747630400002,38.9488036419,1871387,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-21T09:24:00.000Z
-77.078747630400002,38.9488036419,1871388,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-21T09:29:00.000Z
-77.078747630400002,38.9488036419,1871389,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-21T09:31:00.000Z
-77.078747630400002,38.9488036419,1871390,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-21T09:33:00.000Z
-77.078747630400002,38.9488036419,1871391,,,,,,,P035,NOT PARKED IN A METER SPACE,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-21T09:36:00.000Z
-77.078747630400002,38.9488036419,1871392,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-21T09:39:00.000Z
-77.064404044699998,38.944128116100003,1871393,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4200 CONNECTICUT AV NW,VA,,297694,11166,394417,141805,2017-09-21T12:24:00.000Z
-77.064404044699998,38.944128116100003,1871394,,,,,,,P055,NO PARKING ANYTIME,4200 CONNECTICUT AV NW,DC,,297694,11166,394417,141805,2017-09-18T18:05:00.000Z
-76.9956298643,38.952802733200002,1871395,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,550 GALLOWAY ST NE,MD,,810847,9296,400379,142766,2017-09-20T15:05:00.000Z
-77.032385333799994,38.926160800600002,1871404,,,,,,,P003,RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT,2900 BLOCK 14TH ST NW,MD,,804315,3720,397192,139809,2017-09-04T02:36:00.000Z
-77.042104624,38.9218517252,1871406,,,,,,,P001,PARK ABREAST OF ANOTHER VEHICLE,2453 18TH ST NW,VA,,295038,11932,396349,139331,2017-09-03T23:52:00.000Z
-77.042507058499993,38.919878755900001,1871407,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1817 KALORAMA RD NW,MD,,235417,3060,396314,139112,2017-09-09T02:08:00.000Z
-77.037815944399995,38.923970147799999,1871408,,,,,,,P055,NO PARKING ANYTIME,2500 MOZART PL NW,DC,,803522,3023,396721,139566,2017-09-17T22:10:00.000Z
-77.032421377,38.929340725800003,1871462,,,,,,,P007,PARK IN A BUS ZONE,3105 14TH ST NW,DC,,307576,763,397189,140162,2017-09-15T19:40:00.000Z
-77.032421356499995,38.929295684300001,1871463,,,,,,,P007,PARK IN A BUS ZONE,3103 14TH ST NW,VA,,307830,763,397189,140157,2017-09-16T17:49:00.000Z
-77.037497936899996,38.911340568599996,1871479,,,,,,,P055,NO PARKING ANYTIME,1615 Q ST NW,WV,,226233,1845,396748,138164,2017-09-10T19:48:00.000Z
-77.032140883,38.921125216100002,1871480,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2420 14TH ST NW,MD,,310291,9196,397213,139250,2017-09-03T23:31:00.000Z
-77.018931671900006,38.900345855700003,1871489,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,900 5TH ST NW,PA,,801612,1370,398358,136943,2017-09-07T05:00:00.000Z
-77.028089185,38.881435432899998,1871490,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,DC,,302697,8260,397563,134844,2017-09-09T12:00:00.000Z
-77.028089185,38.881435432899998,1871491,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-09T12:00:00.000Z
