X,Y,OBJECTID,ROWID_,DAY_OF_WEEK,HOLIDAY,WEEK_OF_YEAR,MONTH_OF_YEAR,ISSUE_TIME,VIOLATION_CODE,VIOLATION_DESCRIPTION,LOCATION,RP_PLATE_STATE,BODY_STYLE,ADDRESS_ID,STREETSEGID,XCOORD,YCOORD,TICKET_ISSUE_DATE
-77.066132313599994,38.904634666100002,1844973,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1034 33RD ST NW,FL,,276948,8978,394264,137421,2017-09-08T13:16:00.000Z
-77.063067192299997,38.9064200149,1844974,,,,,,,P053,PARKED LESS THAN 3 FEET FROM ANOTHER VEHICLE,1248 WISCONSIN AV NW,DC,,300417,9745,394530,137619,2017-09-12T14:03:00.000Z
-77.060460333899996,38.904944023100001,1844975,,,,,,,P007,PARK IN A BUS ZONE,3040 M ST NW,NY,,277227,7744,394756,137455,2017-09-22T14:21:00.000Z
-77.066132313599994,38.904634666100002,1844976,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1034 33RD ST NW,MD,,276948,8978,394264,137421,2017-09-23T13:33:00.000Z
-77.078747630400002,38.9488036419,1845222,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T10:21:00.000Z
-77.078747630400002,38.9488036419,1845223,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4500 40TH ST NW,MD,,805604,4804,393174,142325,2017-09-20T10:23:00.000Z
-77.078747630400002,38.9488036419,1845224,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T10:25:00.000Z
-77.078747630400002,38.9488036419,1845225,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T10:25:00.000Z
-77.042269857099996,38.908789578,1845451,,,,,,,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,1800 MASSACHUSETTS AV NW,VA,,243296,4097,396334,137881,2017-09-26T11:00:00.000Z
-77.042269857099996,38.908789578,1845452,,,,,,,P017,EXCESSIVE IDLING.,1800 MASSACHUSETTS AV NW,VA,,243296,4097,396334,137881,2017-09-26T11:10:00.000Z
-76.962571046700006,38.920420993800001,1845417,,,,,,,P113,FAIL TO DISPLAY CURRENT INSPECTION STICKER,3199 AMES PL NE,DC,,808003,6856,403246,139172,2017-09-02T02:20:00.000Z
-76.962571046700006,38.920420993800001,1845418,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,3199 AMES PL NE,DC,,808003,6856,403246,139172,2017-09-02T02:20:00.000Z
-76.994317143299995,38.921850164600002,1845419,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,919 RHODE ISLAND AV NE,MD,,807944,6804,400493,139330,2017-09-05T00:25:00.000Z
-76.9956298643,38.952802733200002,1845420,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,550 GALLOWAY ST NE,DC,,810847,9296,400379,142766,2017-09-08T01:00:00.000Z
-77.032134471700004,38.881308272399998,1845422,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,DC,,300874,,397212,134830,2017-09-04T19:30:00.000Z
-77.032134471700004,38.881308272399998,1845423,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,MD,,300874,,397212,134830,2017-09-04T19:30:00.000Z
-77.032134471700004,38.881308272399998,1845424,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,DC,,300874,,397212,134830,2017-09-04T19:30:00.000Z
-77.032134471700004,38.881308272399998,1845425,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,MD,,300874,,397212,134830,2017-09-04T19:30:00.000Z
-77.032134471700004,38.881308272399998,1845426,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,DC,,300874,,397212,134830,2017-09-04T19:45:00.000Z
-77.032134471700004,38.881308272399998,1845427,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,MD,,300874,,397212,134830,2017-09-04T19:45:00.000Z
-77.032134471700004,38.881308272399998,1845428,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,MD,,300874,,397212,134830,2017-09-04T19:45:00.000Z
-77.032134471700004,38.881308272399998,1845429,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,MD,,300874,,397212,134830,2017-09-04T20:00:00.000Z
-77.032134471700004,38.881308272399998,1845430,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,DC,,300874,,397212,134830,2017-09-04T20:00:00.000Z
-77.032134471700004,38.881308272399998,1845431,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,MD,,300874,,397212,134830,2017-09-04T20:00:00.000Z
-77.032134471700004,38.881308272399998,1845432,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,MD,,300874,,397212,134830,2017-09-04T20:00:00.000Z
-77.032134471700004,38.881308272399998,1845433,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,VA,,300874,,397212,134830,2017-09-04T20:00:00.000Z
-77.032134471700004,38.881308272399998,1845434,,,,,,,P012,DISOBEYING OFFICIAL SIGN,900 OHIO DR SW,NC,,300874,,397212,134830,2017-09-04T20:05:00.000Z
-76.962571046700006,38.920420993800001,1845276,,,,,,,P322,PARK OVERTIME IN TIMED ZONE,3199 AMES PL NE,DC,,808003,6856,403246,139172,2017-09-02T02:25:00.000Z
-77.044208021,38.892105376899998,1845014,,,,,,,P007,PARK IN A BUS ZONE,1900 CONSTITUTION AV NW,CA,,801696,1411,396165,136029,2017-09-15T11:33:00.000Z
-77.078747630400002,38.9488036419,1845096,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T09:49:00.000Z
-77.078747630400002,38.9488036419,1845097,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T09:50:00.000Z
-77.078747630400002,38.9488036419,1845098,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4500 40TH ST NW,MD,,805604,4804,393174,142325,2017-09-20T09:51:00.000Z
-77.078747630400002,38.9488036419,1845099,,,,,,,P012,DISOBEYING OFFICIAL SIGN,4500 40TH ST NW,VA,,805604,4804,393174,142325,2017-09-20T09:52:00.000Z
-77.078747630400002,38.9488036419,1845100,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T09:56:00.000Z
-77.078747630400002,38.9488036419,1845101,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T09:59:00.000Z
-77.078747630400002,38.9488036419,1845102,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T10:06:00.000Z
-77.078747630400002,38.9488036419,1845103,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T10:08:00.000Z
-77.078747630400002,38.9488036419,1845104,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T10:14:00.000Z
-77.078747630400002,38.9488036419,1845105,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,DC,,805604,4804,393174,142325,2017-09-20T10:16:00.000Z
-77.078747630400002,38.9488036419,1845106,,,,,,,P039,PARK AT EXPIRED METER,4500 40TH ST NW,MD,,805604,4804,393174,142325,2017-09-20T10:19:00.000Z
-76.995197570100004,38.8621967602,1845115,,,,,,,P039,PARK AT EXPIRED METER,1101 HOWARD RD SE,MD,,294866,12167,400417,132708,2017-09-13T14:38:00.000Z
-76.995197570100004,38.8621967602,1845116,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,1101 HOWARD RD SE,MD,,294866,12167,400417,132708,2017-09-13T14:44:00.000Z
-76.998376330799999,38.920994500600003,1846749,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,604 RHODE ISLAND AV NE,DC,,288767,6661,400141,139235,2017-09-12T16:22:00.000Z
-77.014443719900001,38.8832486039,1846567,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,200 E ST SW,MD,,810968,9402,398747,135045,2017-09-04T10:25:00.000Z
-77.011276000300001,38.894572484,1846439,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,300 NEW JERSEY AV NW,MD,,306031,10145,399022,136302,2017-09-25T09:20:00.000Z
-77.011276000300001,38.894572484,1846440,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,300 NEW JERSEY AV NW,DC,,306031,10145,399022,136302,2017-09-25T09:24:00.000Z
-76.997526119900002,38.830784393499997,1847935,,,,,,,P055,NO PARKING ANYTIME,623 ATLANTIC ST SE,MD,,3392,5395,400215,129221,2017-09-01T17:05:00.000Z
-76.997100111199998,38.827802580899998,1847936,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,4200 7TH ST SE,DC,,802136,1784,400252,128890,2017-09-13T17:05:00.000Z
-76.997100111199998,38.827802580899998,1847937,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,4200 7TH ST SE,,,802136,1784,400252,128890,2017-09-13T17:10:00.000Z
-76.997100111199998,38.827802580899998,1847938,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,4200 7TH ST SE,VA,,802136,1784,400252,128890,2017-09-13T17:18:00.000Z
-76.997100111199998,38.827802580899998,1847939,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,4200 7TH ST SE,,,802136,1784,400252,128890,2017-09-13T17:22:00.000Z
-76.997100111199998,38.827802580899998,1847940,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,4200 7TH ST SE,,,802136,1784,400252,128890,2017-09-13T17:24:00.000Z
-76.997100111199998,38.827802580899998,1847941,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,4200 7TH ST SE,DC,,802136,1784,400252,128890,2017-09-13T17:30:00.000Z
-76.997100111199998,38.827802580899998,1847942,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,4200 7TH ST SE,,,802136,1784,400252,128890,2017-09-13T17:54:00.000Z
-76.997100111199998,38.827802580899998,1847943,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,4200 7TH ST SE,,,802136,1784,400252,128890,2017-09-13T17:36:00.000Z
-76.972282913,38.855040880099999,1847820,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2306 HARTFORD ST SE, ,,286806,5060,402406,131914,2017-09-08T23:30:00.000Z
-76.972444355600004,38.854653555799999,1847821,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2304 HARTFORD ST SE,MD,,286798,5060,402392,131871,2017-09-08T23:45:00.000Z
-76.972444355600004,38.854653555799999,1847822,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2304 HARTFORD ST SE,VA,,286798,5060,402392,131871,2017-09-08T23:50:00.000Z
-77.037261519099999,38.900206321600002,1847573,,,,,,,P055,NO PARKING ANYTIME,1600 BLOCK H ST NW,TX,,804516,3893,396768,136928,2017-09-09T23:34:00.000Z
-77.011921357,38.893536457400003,1847730,,,,,,,P012,DISOBEYING OFFICIAL SIGN,17 C ST NW,VA,,804697,4048,398966,136187,2017-09-09T08:59:00.000Z
-77.039471474300001,38.893944781499997,1847731,,,,,,,P055,NO PARKING ANYTIME,400 17TH ST NW,MD,,806778,5813,396576,136233,2017-09-10T13:26:00.000Z
-76.972413497,38.8450685703,1847409,,,,,,,P320,PARKED IN DRIVEWAY OR ALLEY TO OBSTRUCT SIDEWALK,3600 22ND ST SE,DC,,299376,3659,402395,130807,2017-09-01T09:20:00.000Z
-77.001994616299996,38.8269377867,1847428,,,,,,,P003,RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT,300 LIVINGSTON TER SE,MD,,150578,1642,399827,128794,2017-09-12T15:58:00.000Z
-76.995936822900006,38.8298744939,1847429,,,,,,,P003,RESIDENTIAL PERMIT PKING BEYOND LIMIT W/O PERMIT,705 BRANDYWINE ST SE,VA,,76481,5710,400353,129120,2017-09-13T17:08:00.000Z
-76.995717443399997,38.839198242199998,1847432,,,,,,,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,717 UPSAL ST SE,MD,,77463,9530,400372,130155,2017-09-09T04:15:00.000Z
-77.035744940499995,38.933483578599997,1849293,,,,,,,P014,EMERGENCY NO PARKING,1525 NEWTON ST NW,MD,,234587,13162,396901,140622,2017-09-15T09:15:00.000Z
-77.025275461099994,38.942053202899999,1849314,,,,,,,P055,NO PARKING ANYTIME,4200 9TH ST NW,IN,,311659,2119,397809,141573,2017-09-05T20:36:00.000Z
-76.989358524699995,38.921687668600001,1849255,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1251 SARATOGA AV NE,MD,,69666,11672,400923,139312,2017-09-03T08:41:00.000Z
-76.989358524699995,38.921687668600001,1849256,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,1251 SARATOGA AV NE,VA,,69666,11672,400923,139312,2017-09-03T08:48:00.000Z
-77.047723937300006,38.909643270399997,1849149,,,,,,,P259,NO STOPPING OR STANDING IN PM RUSH HOUR ZONE,2100 B/O P ST NW,VA,,807038,6032,395861,137976,2017-09-01T17:49:00.000Z
-76.978738204199999,38.920425053400002,1849158,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,1800 ADAMS ST W/B NE,DC,,56130,10779,401844,139172,2017-09-04T09:10:00.000Z
-77.001466569900003,38.909986317300003,1849159,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,300 NEW YORK AV NE,DC,,806455,5546,399873,138013,2017-09-07T08:10:00.000Z
-77.001466569900003,38.909986317300003,1849160,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,300 NEW YORK AV NE,DC,,806455,5546,399873,138013,2017-09-07T08:10:00.000Z
-77.001466569900003,38.909986317300003,1849161,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,300 NEW YORK AV NE,MD,,806455,5546,399873,138013,2017-09-07T08:01:00.000Z
-77.001466569900003,38.909986317300003,1849162,,,,,,,P158,UNSAFE TIRES,300 NEW YORK AV NE,MD,,806455,5546,399873,138013,2017-09-07T08:30:00.000Z
-77.001466569900003,38.909986317300003,1849163,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,300 NEW YORK AV NE,MD,,806455,5546,399873,138013,2017-09-07T08:30:00.000Z
-77.001466569900003,38.909986317300003,1849164,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,300 NEW YORK AV NE,VA,,806455,5546,399873,138013,2017-09-07T09:10:00.000Z
-77.001466569900003,38.909986317300003,1849165,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,300 NEW YORK AV NE,MD,,806455,5546,399873,138013,2017-09-07T09:32:00.000Z
-77.001466569900003,38.909986317300003,1849166,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,300 NEW YORK AV NE,MD,,806455,5546,399873,138013,2017-09-07T09:32:00.000Z
-76.964778117899996,38.934546718599996,1849167,,,,,,,P361,COMMERCIAL MOTOR VEHICLE - NOT OUT OF SERVICE,3100 RHODE ISLAND AV NE,DC,,806865,5890,403054,140740,2017-09-12T07:40:00.000Z
-76.964778117899996,38.934546718599996,1849168,,,,,,,P360,COMMERCIAL MOTOR VEHICLE - OUT OF SERVICE,3100 RHODE ISLAND AV NE,MD,,806865,5890,403054,140740,2017-09-12T08:30:00.000Z
-76.964778117899996,38.934546718599996,1849169,,,,,,,P360,COMMERCIAL MOTOR VEHICLE - OUT OF SERVICE,3100 RHODE ISLAND AV NE,MD,,806865,5890,403054,140740,2017-09-12T09:43:00.000Z
-77.016077733,38.8205406784,1849170,,,,,,,P158,UNSAFE TIRES,N/B 4600 SHEPHERD PKWY SW,VA,,295479,5714,398604,128084,2017-09-01T14:30:00.000Z
-77.016077733,38.8205406784,1849171,,,,,,,P190,FAIL TO REGISTER APPORTIONABLE VEHICLE UNDER IRP,N/B 4600 SHEPHERD PKWY SW,VA,,295479,5714,398604,128084,2017-09-01T14:30:00.000Z
-77.016077733,38.8205406784,1849172,,,,,,,P158,UNSAFE TIRES,N/B 4600 SHEPHERD PKWY SW,VA,,295479,5714,398604,128084,2017-09-01T14:55:00.000Z
-77.012731661499998,38.912607060200003,1848947,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,228 R ST NW,MD,,803777,3484,398896,138304,2017-09-06T17:30:00.000Z
-76.9736065349,38.920838390199997,1848999,,,,,,,P190,FAIL TO REGISTER APPORTIONABLE VEHICLE UNDER IRP,2100 QUEENS CHAPEL RD NE,MD,,804676,4030,402289,139218,2017-09-05T07:20:00.000Z
-76.973307103899998,38.858176051699999,1848772,,,,,,,P269,NO STANDING ANYTIME,2302 AINGER PL SE,MD,,286787,3444,402317,132262,2017-09-12T19:49:00.000Z
-76.921926639399999,38.885052107200003,1850332,,,,,,,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,5500 BASS PL SE,VA,,8492,11842,406774,135248,2017-09-10T12:36:00.000Z
-77.028089185,38.881435432899998,1850337,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,DC,,302697,8260,397563,134844,2017-09-08T11:12:00.000Z
-77.028089185,38.881435432899998,1850338,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-08T11:14:00.000Z
-77.028089185,38.881435432899998,1850339,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-08T11:35:00.000Z
-77.028089185,38.881435432899998,1850340,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,VA,,302697,8260,397563,134844,2017-09-08T11:40:00.000Z
-77.028089185,38.881435432899998,1850341,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,VA,,302697,8260,397563,134844,2017-09-08T12:03:00.000Z
-77.028089185,38.881435432899998,1850342,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,DC,,302697,8260,397563,134844,2017-09-08T12:19:00.000Z
-77.025657015700006,38.880454078,1850343,,,,,,,P269,NO STANDING ANYTIME,900 MAINE AV SW,MD,,312846,8505,397774,134735,2017-09-08T13:30:00.000Z
-77.025657015700006,38.880454078,1850344,,,,,,,P269,NO STANDING ANYTIME,900 MAINE AV SW,MD,,312846,8505,397774,134735,2017-09-08T13:32:00.000Z
-77.028089185,38.881435432899998,1850345,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW, ,,302697,8260,397563,134844,2017-09-12T11:29:00.000Z
-77.028089185,38.881435432899998,1850346,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-12T12:42:00.000Z
-77.006862683600005,38.911679693300002,1850491,,,,,,,P304,INDIVID W/ DISABILITIES ONLY UNAUTH. USE RSRVD SP,57 QUINCY PL NE,NY,,7209,1985,399405,138201,2017-09-01T03:06:00.000Z
-77.001154340699998,38.852972224699997,1850549,,,,,,,P270,NO STOPPING OR STANDING ANYTIME,2701 M L KING JR AV SE,MD,,307858,1993,399900,131684,2017-09-06T11:38:00.000Z
-76.990485651399993,38.944028364099999,1850420,,,,,,,P010,OBSTRUCTING CROSSWALK,1150 VARNUM ST NE,MD,,289609,12951,400825,141792,2017-09-17T19:40:00.000Z
-77.002655305199994,38.941254167899999,1850421,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,300 TAYLOR ST NE, ,,287348,2653,399770,141484,2017-09-18T22:52:00.000Z
-76.973959724500006,38.901002098500001,1850156,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,827 21ST ST NE,MD,,289004,4851,402259,137016,2017-09-12T01:00:00.000Z
-77.027015497500003,38.937440567,1850304,,,,,,,P013,PARK WITHIN 5 FEET OF DRIVEWAY OR ALLEY,942 QUINCY ST NW,IL,,224839,9545,397658,141061,2017-09-04T09:32:00.000Z
-77.027015497500003,38.937440567,1850305,,,,,,,P386,RELOCATE TOW FEE,942 QUINCY ST NW,IL,,224839,9545,397658,141061,2017-09-04T11:02:00.000Z
-77.037508078800002,38.908701120300002,1849979,,,,,,,P020,PARK WITHIN 10 FEET OF A FIRE HYDRANT,1600 O ST NW,CA,,806135,5264,396747,137871,2017-09-08T21:45:00.000Z
-77.060460333899996,38.904944023100001,1849984,,,,,,,P316,IMPROPER DISPLAY OF TAGS,3040 M ST NW,MD,,277227,7744,394756,137455,2017-09-09T13:41:00.000Z
-77.072282826800006,38.921521663299998,1849985,,,,,,,P007,PARK IN A BUS ZONE,2400 B/O WISCONSIN AVE NW,DC,,808981,7692,393732,139296,2017-09-16T13:55:00.000Z
-77.071092523199994,38.918973036200001,1849986,,,,,,,P093,OBSTRUCTED TAGS.,3500 W PL NW,FL,,802306,2991,393835,139013,2017-09-16T13:58:00.000Z
-77.033844186600007,38.962607914199999,1850041,,,,,,,P045,PARK IN RESERVED EMBASSY SPACE,5920 14TH ST NW,DC,,256152,9628,397067,143855,2017-09-05T20:39:00.000Z
-77.028089185,38.881435432899998,1851402,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-04T19:06:00.000Z
-77.028089185,38.881435432899998,1851403,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,TX,,302697,8260,397563,134844,2017-09-04T19:10:00.000Z
-77.028089185,38.881435432899998,1851404,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,VA,,302697,8260,397563,134844,2017-09-04T19:10:00.000Z
-77.028089185,38.881435432899998,1851405,,,,,,,P005,PARK ON OR UNDER AN ELEVATED STRUCTURE,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-04T19:11:00.000Z
-77.028089185,38.881435432899998,1851406,,,,,,,P005,PARK ON OR UNDER AN ELEVATED STRUCTURE,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-04T19:10:00.000Z
-77.028089185,38.881435432899998,1851407,,,,,,,P005,PARK ON OR UNDER AN ELEVATED STRUCTURE,1100 MAINE AV SW,DC,,302697,8260,397563,134844,2017-09-04T19:11:00.000Z
-77.028089185,38.881435432899998,1851408,,,,,,,P005,PARK ON OR UNDER AN ELEVATED STRUCTURE,1100 MAINE AV SW,SC,,302697,8260,397563,134844,2017-09-04T19:15:00.000Z
-77.028089185,38.881435432899998,1851409,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,MA,,302697,8260,397563,134844,2017-09-04T19:30:00.000Z
-77.028089185,38.881435432899998,1851410,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-04T19:30:00.000Z
-76.975579094099999,38.885228789499998,1851813,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1900 MASSACHUSETTS AV SE,MD,,301068,6846,402119,135265,2017-09-26T09:31:00.000Z
-76.975579094099999,38.885228789499998,1851814,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1900 MASSACHUSETTS AV SE,TX,,301068,6846,402119,135265,2017-09-26T09:40:00.000Z
-76.975579094099999,38.885228789499998,1851675,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1900 MASSACHUSETTS AV SE,DC,,301068,6846,402119,135265,2017-09-24T12:53:00.000Z
-76.975579094099999,38.885228789499998,1851676,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1900 MASSACHUSETTS AV SE, ,,301068,6846,402119,135265,2017-09-24T12:30:00.000Z
-76.975579094099999,38.885228789499998,1851677,,,,,,,P170,FAILURE TO DISPLAY CURRENT TAGS,1900 MASSACHUSETTS AV SE,NC,,301068,6846,402119,135265,2017-09-24T13:30:00.000Z
-76.966824158600005,38.875164256799998,1851688,,,,,,,P055,NO PARKING ANYTIME,2815 MINNESOTA AV SE,DC,,44412,9462,402879,134148,2017-09-08T10:39:00.000Z
-76.966824158600005,38.875164256799998,1851689,,,,,,,P055,NO PARKING ANYTIME,2815 MINNESOTA AV SE,DC,,44412,9462,402879,134148,2017-09-08T10:42:00.000Z
-77.018385511199995,38.883536318200001,1851716,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,401 E ST SW,DC,,309137,7767,398405,135077,2017-09-14T10:20:00.000Z
-77.018385511199995,38.883536318200001,1851717,,,,,,,P036,PARK IN OFFICIAL PARKING PERMIT ONLY SPACE,401 E ST SW,MD,,309137,7767,398405,135077,2017-09-05T12:04:00.000Z
-77.008684340200006,38.910886838,1851724,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,2 FLORIDA AV NE,MD,,53218,10397,399247,138113,2017-09-06T18:13:00.000Z
-76.973731250499995,38.895317769899997,1851736,,,,,,,P332,ABANDON VEHICLE ON PUBLIC/PRIVATE PROPERTY VIOL 1,300 OK AVE NE,DC,,150579,4955,402279,136385,2017-09-01T22:05:00.000Z
-76.978189461,38.9048315159,1851737,,,,,,,P303,RESERVED RESIDENTIAL SPACE PERSONS W/ DISABILTIES,1723 LYMAN PL NE,VA,,57043,7161,401892,137441,2017-09-03T00:38:00.000Z
-76.977592430200005,38.896949088699998,1851739,,,,,,,P055,NO PARKING ANYTIME,1800 ROSEDALE ST NE,FL,,805896,5047,401944,136566,2017-09-19T19:50:00.000Z
-77.028089185,38.881435432899998,1851411,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,DC,,302697,8260,397563,134844,2017-09-04T19:35:00.000Z
-77.028089185,38.881435432899998,1851412,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-04T19:36:00.000Z
-77.028089185,38.881435432899998,1851413,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,VA,,302697,8260,397563,134844,2017-09-04T19:40:00.000Z
-77.028089185,38.881435432899998,1851414,,,,,,,P269,NO STANDING ANYTIME,1100 MAINE AV SW,MD,,302697,8260,397563,134844,2017-09-04T19:50:00.000Z
-77.034352029,38.9629320632,1851436,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,5950 14TH ST NW,MD,,256150,9628,397023,143891,2017-09-02T01:04:00.000Z
-77.006195308599999,38.9274443049,1851441,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,100 MICHIGAN AV NE,MD,,146162,2623,399463,139951,2017-09-12T02:13:00.000Z
-77.006195308599999,38.9274443049,1853144,,,,,,,P344,VEHICLE ON PRIVATE/PUBLIC PROPERTY WITHOUT CONSENT,100 MICHIGAN AV NE,MD,,146162,2623,399463,139951,2017-09-12T02:21:00.000Z
